,SchoolDist,AgeGroup,PerpSex,CrimeCount
0,1,45-64,F,56
1,1,18-24,M,279
2,1,25-44,F,249
3,1,65+,M,28
4,1,25-44,M,1052
5,1,<18,M,81
6,1,45-64,M,340
7,1,<18,F,12
8,1,65+,F,7
9,1,18-24,F,67
10,2,25-44,F,1476
11,2,45-64,F,422
12,2,18-24,M,2218
13,2,25-44,M,7312
14,2,<18,M,512
15,2,45-64,M,3137
16,2,65+,F,27
17,2,18-24,F,557
18,2,65+,M,172
19,2,<18,F,132
20,3,45-64,M,726
21,3,25-44,F,280
22,3,25-44,M,1358
23,3,<18,F,8
24,3,65+,F,10
25,3,18-24,F,83
26,3,65+,M,40
27,3,<18,M,65
28,3,18-24,M,354
29,3,45-64,F,111
30,4,65+,M,38
31,4,18-24,M,489
32,4,<18,F,23
33,4,25-44,F,332
34,4,25-44,M,1352
35,4,65+,F,7
36,4,<18,M,100
37,4,45-64,F,98
38,4,45-64,M,614
39,4,18-24,F,127
40,5,18-24,M,678
41,5,25-44,M,2238
42,5,65+,M,49
43,5,25-44,F,475
44,5,<18,M,172
45,5,<18,F,25
46,5,18-24,F,195
47,5,45-64,F,139
48,5,45-64,M,967
49,5,65+,F,11
50,6,18-24,M,716
51,6,18-24,F,154
52,6,45-64,M,569
53,6,<18,M,130
54,6,65+,F,10
55,6,65+,M,48
56,6,25-44,M,1863
57,6,<18,F,17
58,6,45-64,F,99
59,6,25-44,F,347
60,7,18-24,F,202
61,7,45-64,F,148
62,7,<18,M,231
63,7,<18,F,43
64,7,25-44,F,488
65,7,65+,M,43
66,7,45-64,M,807
67,7,25-44,M,2432
68,7,65+,F,3
69,7,18-24,M,972
70,8,45-64,F,176
71,8,<18,F,42
72,8,<18,M,211
73,8,65+,M,64
74,8,25-44,M,2343
75,8,25-44,F,468
76,8,18-24,F,207
77,8,18-24,M,967
78,8,45-64,M,703
79,8,65+,F,4
80,9,65+,F,7
81,9,65+,M,69
82,9,18-24,F,229
83,9,45-64,M,922
84,9,<18,F,51
85,9,<18,M,206
86,9,18-24,M,1122
87,9,25-44,F,612
88,9,25-44,M,2993
89,9,45-64,F,211
90,10,18-24,M,1376
91,10,45-64,M,1136
92,10,45-64,F,180
93,10,<18,F,71
94,10,65+,F,16
95,10,18-24,F,276
96,10,25-44,F,730
97,10,65+,M,66
98,10,25-44,M,3502
99,10,<18,M,259
100,11,18-24,M,871
101,11,<18,M,192
102,11,65+,M,48
103,11,45-64,M,748
104,11,25-44,F,563
105,11,<18,F,39
106,11,25-44,M,2575
107,11,45-64,F,141
108,11,18-24,F,207
109,11,65+,F,7
110,12,25-44,M,1136
111,12,65+,M,29
112,12,45-64,M,431
113,12,25-44,F,275
114,12,18-24,F,116
115,12,<18,F,26
116,12,18-24,M,538
117,12,65+,F,3
118,12,<18,M,127
119,12,45-64,F,81
120,13,25-44,M,2125
121,13,<18,M,181
122,13,65+,F,5
123,13,45-64,F,150
124,13,45-64,M,901
125,13,<18,F,37
126,13,25-44,F,424
127,13,18-24,F,151
128,13,65+,M,40
129,13,18-24,M,734
130,14,45-64,F,52
131,14,<18,M,53
132,14,<18,F,17
133,14,25-44,F,177
134,14,45-64,M,384
135,14,65+,F,2
136,14,18-24,M,313
137,14,18-24,F,84
138,14,65+,M,32
139,14,25-44,M,1020
140,15,65+,M,37
141,15,<18,F,28
142,15,18-24,F,120
143,15,45-64,F,116
144,15,18-24,M,472
145,15,<18,M,70
146,15,65+,F,9
147,15,45-64,M,661
148,15,25-44,M,1663
149,15,25-44,F,364
150,16,<18,F,17
151,16,18-24,F,73
152,16,25-44,F,215
153,16,65+,F,3
154,16,25-44,M,1107
155,16,45-64,M,405
156,16,<18,M,109
157,16,18-24,M,468
158,16,65+,M,19
159,16,45-64,F,75
160,17,65+,M,40
161,17,65+,F,7
162,17,<18,F,23
163,17,45-64,F,115
164,17,<18,M,158
165,17,45-64,M,618
166,17,18-24,M,763
167,17,25-44,M,1768
168,17,25-44,F,342
169,17,18-24,F,182
170,18,65+,M,26
171,18,<18,M,95
172,18,25-44,F,200
173,18,25-44,M,863
174,18,45-64,F,76
175,18,18-24,F,80
176,18,<18,F,14
177,18,65+,F,3
178,18,45-64,M,305
179,18,18-24,M,445
180,19,18-24,F,134
181,19,65+,M,27
182,19,25-44,F,373
183,19,65+,F,5
184,19,25-44,M,1797
185,19,18-24,M,774
186,19,45-64,F,81
187,19,<18,M,167
188,19,<18,F,18
189,19,45-64,M,494
190,20,<18,F,18
191,20,25-44,F,229
192,20,65+,M,36
193,20,65+,F,5
194,20,18-24,F,70
195,20,<18,M,99
196,20,18-24,M,550
197,20,45-64,M,478
198,20,45-64,F,78
199,20,25-44,M,1653
200,21,25-44,F,286
201,21,18-24,M,568
202,21,65+,M,45
203,21,45-64,F,69
204,21,45-64,M,552
205,21,<18,M,122
206,21,25-44,M,1735
207,21,18-24,F,97
208,21,<18,F,17
209,21,65+,F,8
210,22,25-44,M,1571
211,22,65+,M,49
212,22,18-24,F,129
213,22,65+,F,10
214,22,45-64,M,587
215,22,45-64,F,122
216,22,<18,M,175
217,22,18-24,M,610
218,22,<18,F,38
219,22,25-44,F,357
220,23,25-44,M,1130
221,23,65+,M,12
222,23,18-24,M,556
223,23,<18,F,20
224,23,65+,F,1
225,23,45-64,M,326
226,23,<18,M,130
227,23,45-64,F,66
228,23,18-24,F,129
229,23,25-44,F,215
230,24,45-64,M,703
231,24,<18,F,26
232,24,18-24,M,841
233,24,<18,M,117
234,24,65+,F,14
235,24,25-44,F,484
236,24,45-64,F,156
237,24,18-24,F,172
238,24,25-44,M,2289
239,24,65+,M,49
240,25,<18,F,12
241,25,45-64,F,118
242,25,25-44,M,1376
243,25,<18,M,103
244,25,18-24,F,100
245,25,65+,F,7
246,25,45-64,M,592
247,25,65+,M,57
248,25,25-44,F,289
249,25,18-24,M,542
250,26,45-64,F,25
251,26,<18,F,4
252,26,18-24,F,27
253,26,45-64,M,138
254,26,<18,M,25
255,26,65+,F,2
256,26,25-44,M,341
257,26,25-44,F,97
258,26,18-24,M,131
259,26,65+,M,9
260,27,25-44,F,592
261,27,45-64,M,988
262,27,18-24,M,1071
263,27,<18,M,296
264,27,65+,M,73
265,27,65+,F,15
266,27,18-24,F,231
267,27,<18,F,36
268,27,45-64,F,148
269,27,25-44,M,2519
270,28,18-24,F,205
271,28,25-44,M,2539
272,28,45-64,F,148
273,28,65+,F,7
274,28,25-44,F,497
275,28,<18,M,159
276,28,18-24,M,894
277,28,45-64,M,931
278,28,65+,M,65
279,28,<18,F,26
280,29,18-24,F,159
281,29,25-44,M,1932
282,29,65+,M,58
283,29,65+,F,10
284,29,<18,F,28
285,29,18-24,M,699
286,29,45-64,M,659
287,29,<18,M,176
288,29,45-64,F,99
289,29,25-44,F,469
290,30,65+,M,55
291,30,25-44,M,2622
292,30,45-64,F,144
293,30,65+,F,7
294,30,25-44,F,466
295,30,18-24,F,188
296,30,<18,M,120
297,30,<18,F,22
298,30,18-24,M,917
299,30,45-64,M,864
300,31,45-64,M,1078
301,31,25-44,M,2678
302,31,<18,F,39
303,31,25-44,F,703
304,31,<18,M,195
305,31,65+,F,19
306,31,18-24,M,1012
307,31,65+,M,54
308,31,45-64,F,178
309,31,18-24,F,239
310,32,65+,M,18
311,32,<18,F,9
312,32,25-44,M,954
313,32,18-24,M,285
314,32,18-24,F,80
315,32,25-44,F,167
316,32,45-64,F,36
317,32,45-64,M,264
318,32,<18,M,53
319,32,65+,F,2
